,Prediction,Close,Error
539,1399.73730251518,706.63,693.1073025151801
540,1397.149240957613,700.32,696.829240957613
541,1395.6872825205146,709.74,685.9472825205146
542,1405.387574312616,704.24,701.1475743126159
543,1406.0395287507818,720.09,685.9495287507817
544,1433.5006399341241,725.27,708.2306399341242
545,1437.6691970993656,724.12,713.5491970993656
546,1439.9214033403014,732.66,707.2614033403014
547,1455.1929421494556,735.72,719.4729421494555
548,1460.70492058122,734.15,726.55492058122
549,1456.6944129767462,730.4,726.2944129767462
550,1450.3131619607607,722.34,727.9731619607606
551,1441.6994608989353,716.55,725.1494608989353
552,1431.683069985299,716.65,715.033069985299
553,1439.822622364822,728.28,711.5426223648221
554,1437.6691970993656,728.58,709.0891970993656
555,1430.9520907667493,719.41,711.5420907667493
556,1425.104257018354,718.36,706.744257018354
557,1425.0449884330665,718.27,706.7749884330665
558,1430.0235495972406,718.92,711.1035495972407
559,1421.9432658030055,710.36,711.5832658030055
560,1409.5758876729533,691.72,717.8558876729533
561,1390.0567669181742,693.71,696.3467669181741
562,1389.325787699625,695.94,693.3857876996249
563,1390.6296965759561,697.46,693.1696965759561
564,1387.4489491655117,701.87,685.5789491655117
565,1343.4321464917798,675.22,668.2121464917798
566,1335.193813136777,668.26,666.933813136777
567,1350.9395006282334,680.04,670.8995006282335
568,1358.901247251893,684.11,674.791247251893
569,1363.7810274405879,692.1,671.6810274405879
570,1377.0769467401487,699.21,677.8669467401487
571,1384.7028380471775,694.95,689.7528380471774
572,1372.691071428852,697.77,674.921071428852
573,1388.6935894565554,695.36,693.3335894565554
574,1391.4989691601772,705.63,685.8689691601772
575,1408.3905159671972,715.09,693.3005159671972
576,1430.2606239383917,720.64,709.6206239383918
577,1439.1509117315604,716.98,722.1709117315604
578,1435.1206479319908,720.95,714.1706479319907
579,1443.3194688968015,719.85,723.4694688968015
580,1437.3530979778307,733.78,703.5730979778307
581,1451.5380460567085,736.96,714.5780460567084
582,1466.2366552080803,741.19,725.0466552080802
583,1472.222782322147,738.63,733.592782322147
584,1475.1862115865365,742.74,732.4462115865365
585,1472.8352243701206,739.77,733.0652243701206
586,1469.614964569484,738.42,731.1949645694841
587,1468.1134937421934,741.77,726.3434937421935
588,1485.419920646228,745.91,739.5099206462281
589,1536.1340734574806,768.79,767.3440734574806
590,1513.17737475601,772.88,740.2973747560101
591,1528.1920830289168,771.07,757.1220830289168
592,1525.208897569431,773.18,752.028897569431
593,1535.1660198977797,771.61,763.5560198977797
594,1538.2479863327449,782.22,756.0279863327448
595,1554.4875787015994,781.76,772.7275787015994
596,1552.7095211429655,784.26,768.4495211429655
597,1557.944912843387,784.68,773.2649128433872
598,1560.414437230378,784.85,775.5644372303781
599,1553.4997689468028,783.22,770.2797689468027
600,1557.944912843387,782.44,775.504912843387
601,1551.129025535291,777.14,773.989025535291
602,1545.241679396704,779.91,765.3316793967041
603,1550.556095877509,777.5,773.056095877509
604,1540.6582421344483,775.42,765.2382421344483
605,1537.2404203828523,772.15,765.0904203828524
606,1541.6065394990528,772.08,769.5265394990528
607,1531.9260039020473,769.64,762.2860039020474
608,1524.8532860577043,769.41,755.4432860577043
609,1528.8045250768905,769.54,759.2645250768905
610,1528.290864004396,772.15,756.1408640043961
611,1529.4564795150563,769.09,760.3664795150563
612,1524.8730422528001,767.05,757.8230422528002
613,1529.2984299542886,768.78,760.5184299542886
614,1536.7267593103584,771.46,765.2667593103583
